,avalanches
2300,"[2, 4, 17, 157, 649, 1447, 1785, 1354, 1279, 776, 648, 854, 1193, 1782, 2058, 2244, 1219, 1117, 1238, 1659, 2597, 2783, 2231, 1752, 1517, 1745, 2188, 2765, 3249, 2646, 2276, 2381, 2441, 2577, 2562, 3104, 3297, 3256, 2998, 2747, 2932, 3130, 3253, 3622, 3508, 3565, 3501, 3408, 3539, 3379, 3818, 3998, 3695, 3689, 3416, 3786, 4069, 3942, 3774, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794, 4068, 3953, 3781, 3449, 3794]"
2301,"[1, 16]"
2302,"[1, 19]"
2303,"[1, 14]"
2304,"[1, 10]"
2305,"[1, 11]"
2306,"[1, 12]"
2307,"[1, 11]"
2308,"[1, 8]"
2309,"[1, 8]"
2310,"[1, 6]"
2311,"[1, 7]"
2312,"[1, 14]"
2313,"[1, 10]"
2314,"[1, 5]"
2315,"[1, 2]"
2316,"[1, 2]"
2317,"[1, 11]"
2318,"[1, 7]"
2319,"[1, 7]"
2320,"[1, 4]"
2321,"[1, 4]"
2322,"[1, 21]"
2323,"[1, 21]"
2324,"[1, 1]"
2325,"[1, 1]"
2326,"[1, 1]"
2327,"[1, 2]"
2328,"[1, 3]"
2329,"[1, 3]"
2330,"[1, 1]"
2331,"[1, 1]"
2332,"[1, 1]"
2333,"[25, 33, 51]"
2334,"[6, 66, 49, 9]"
2335,"[1, 23, 27, 18]"
2336,"[2, 45, 3, 1]"
2337,"[9, 74, 480, 777, 976, 529, 20]"
2338,"[1, 4]"
2339,"[1, 5]"
2340,"[1, 9]"
2341,"[1, 10]"
2342,"[1, 16]"
2343,"[1, 16]"
2344,"[1, 1]"
2345,"[1, 9]"
2346,"[1, 3]"
2347,"[1, 3]"
2348,"[1, 3]"
2349,"[1, 4]"
2350,"[1, 6]"
2351,"[2, 34, 366, 777, 1021, 1305, 1462, 654, 236, 30]"
2352,"[1, 11]"
2353,"[1, 5]"
2354,"[1, 15]"
2355,"[1, 13]"
2356,"[6, 57, 357, 949, 1410, 1120, 1293, 230, 87]"
2357,"[1, 15]"
2358,"[1, 5]"
2359,"[1, 2]"
2360,"[1, 1]"
2361,"[1, 1]"
2362,"[1, 20]"
2363,"[6, 54, 264, 915, 1376, 1145, 2029, 728, 125, 19]"
2364,"[1, 5]"
2365,"[1, 15]"
2366,"[1, 15]"
2367,"[1, 23]"
2368,"[1, 1]"
2369,"[1, 5]"
2370,"[1, 2]"
2371,"[1, 8]"
2372,"[1, 7]"
2373,"[1, 11]"
2374,"[1, 10]"
2375,"[1, 7]"
2376,"[1, 2]"
2377,"[1, 13]"
2378,"[2, 23, 276, 724, 1288, 1897, 1648, 713, 132]"
2379,"[1, 1]"
2380,"[1, 8]"
2381,"[9, 60, 350, 950, 1396, 1892, 1427, 227, 10]"
2382,"[1, 5]"
2383,"[1, 5]"
2384,"[1, 17]"
2385,"[1, 1]"
2386,"[1, 4]"
2387,"[1, 5]"
2388,"[1, 9]"
2389,"[1, 1]"
2390,"[1, 6]"
2391,"[1, 11]"
2392,"[1, 7]"
2393,"[1, 8]"
2394,"[1, 9]"
2395,"[2, 14, 198, 540, 835, 1157, 1121, 787, 418, 271, 3]"
2396,"[1, 17]"
2397,"[1, 1]"
2398,"[1, 4]"
2399,"[1, 9]"
2400,"[1, 7]"
2401,"[1, 13]"
2402,"[1, 14]"
2403,"[1, 16]"
2404,"[1, 11]"
2405,"[1, 6]"
2406,"[2, 22, 299, 594, 1212, 1808, 1581, 1326, 838, 365, 40]"
2407,"[1, 1]"
2408,"[1, 1]"
2409,"[1, 1]"
2410,"[1, 1]"
2411,"[1, 1]"
2412,"[1, 1]"
2413,"[1, 1]"
2414,"[1, 1]"
2415,"[1, 1]"
2416,"[1, 1]"
2417,"[1, 1]"
2418,"[1, 17]"
2419,"[7, 59, 372, 586, 1227, 1639, 1289, 1271, 534, 374, 37]"
2420,"[1, 17]"
2421,"[1, 14]"
2422,"[4, 11, 73, 372, 948, 1112, 958, 863, 956, 354]"
2423,"[1, 11]"
2424,"[1, 10]"
2425,"[1, 18]"
2426,"[1, 2]"
2427,"[1, 3]"
2428,"[1, 11]"
2429,"[4, 41, 374, 815, 1248, 1475, 1373, 1067, 504, 98, 3]"
2430,"[1, 15]"
2431,"[1, 1]"
2432,"[1, 1]"
2433,"[1, 1]"
2434,"[1, 2]"
2435,"[1, 18]"
2436,"[1, 10, 3]"
2437,"[1, 12]"
2438,"[1, 2]"
2439,"[1, 3]"
2440,"[1, 7]"
2441,"[1, 10]"
2442,"[1, 12]"
2443,"[2, 24, 269, 438, 759, 1048, 823, 1498, 1286, 710, 409, 854, 1081, 1183, 1186, 1731, 955, 377, 125]"
2444,"[1, 9]"
2445,"[1, 1]"
2446,"[1, 2]"
2447,"[1, 5]"
2448,"[1, 2]"
2449,"[1, 5]"
2450,"[1, 8]"
2451,"[1, 5]"
2452,"[1, 15]"
2453,"[1, 9]"
2454,"[1, 13]"
2455,"[2, 26, 309, 551, 856, 1173, 1381, 1432, 1097, 1157, 587, 419, 310, 405, 616, 869, 1076, 696, 211, 20]"
2456,"[1, 16]"
2457,"[1, 1]"
2458,"[1, 6]"
2459,"[1, 1]"
2460,"[2, 20, 221, 692, 1130, 1165, 1479, 1831, 1384, 369, 291, 485, 744, 1853, 2198, 1446, 639, 95, 6]"
2461,"[1, 6]"
2462,"[1, 9]"
2463,"[1, 11]"
2464,"[1, 4]"
2465,"[13, 80, 390, 748, 957, 1110, 2449, 1966, 1228, 458, 483, 496, 1933, 2298, 2206, 1115, 178]"
2466,"[1, 21]"
2467,"[1, 2]"
2468,"[1, 1]"
2469,"[1, 14]"
2470,"[1, 6]"
2471,"[1, 13]"
2472,"[1, 15]"
2473,"[2, 28, 321, 635, 1255, 1432, 1093, 1583, 1018, 104]"
2474,"[1, 7]"
2475,"[1, 6]"
2476,"[1, 6]"
2477,"[1, 9]"
2478,"[1, 5]"
2479,"[1, 3]"
2480,"[1, 5]"
2481,"[1, 1]"
2482,"[1, 2]"
2483,"[1, 2]"
2484,"[1, 11]"
2485,"[1, 9]"
2486,"[1, 8]"
2487,"[1, 3]"
2488,"[1, 5]"
2489,"[1, 14]"
2490,"[1, 9]"
2491,"[1, 23]"
2492,"[1, 14]"
2493,"[1, 12]"
2494,"[1, 11]"
2495,"[1, 11]"
2496,"[1, 10]"
2497,"[1, 8]"
2498,"[1, 7]"
2499,"[1, 7]"
2500,"[1, 6]"
2501,"[1, 5]"
2502,"[1, 4]"
2503,"[1, 3]"
2504,"[1, 1]"
2505,"[1, 11]"
2506,"[1, 8]"
2507,"[1, 4]"
2508,"[1, 2]"
2509,"[1, 10]"
2510,"[1, 3]"
2511,"[1, 3]"
2512,"[1, 3]"
2513,"[1, 4]"
2514,"[1, 1]"
2515,"[1, 2]"
2516,"[1, 4]"
2517,"[1, 8]"
2518,"[1, 4]"
2519,"[1, 12]"
2520,"[1, 2]"
2521,"[1, 6]"
2522,"[1, 9]"
2523,"[1, 6]"
2524,"[1, 1]"
2525,"[1, 1]"
2526,"[1, 1]"
2527,"[1, 1]"
2528,"[1, 1]"
2529,"[1, 14]"
2530,"[1, 8]"
2531,"[1, 3]"
2532,"[1, 2]"
2533,"[1, 4]"
2534,"[1, 1]"
2535,"[1, 3]"
2536,"[1, 1]"
2537,"[1, 2]"
2538,"[1, 3]"
2539,"[1, 4]"
2540,"[1, 1]"
2541,"[1, 2]"
2542,"[1, 1]"
2543,"[1, 1]"
2544,"[1, 1]"
2545,"[1, 1]"
2546,"[1, 1]"
2547,"[1, 2]"
2548,"[1, 1]"
2549,"[1, 11]"
2550,"[6, 79, 82, 51, 7]"
2551,"[1, 8]"
2552,"[1, 12]"
2553,"[1, 10]"
2554,"[1, 8]"
2555,"[1, 6]"
2556,"[1, 3]"
2557,"[1, 5]"
2558,"[1, 11]"
2559,"[1, 19]"
2560,"[1, 5]"
2561,"[1, 10]"
2562,"[1, 5]"
2563,"[1, 4]"
2564,"[1, 6]"
2565,"[1, 9]"
2566,"[1, 1]"
2567,"[1, 2]"
2568,"[1, 2]"
2569,"[1, 1]"
2570,"[1, 3]"
2571,"[1, 2]"
2572,"[1, 3]"
2573,"[1, 2]"
2574,"[1, 1]"
2575,"[1, 1]"
2576,"[1, 1]"
2577,"[1, 1]"
2578,"[1, 2]"
2579,"[1, 2]"
2580,"[1, 2]"
2581,"[1, 2]"
2582,"[1, 2]"
2583,"[1, 6]"
2584,"[1, 4]"
2585,"[1, 1]"
2586,"[1, 9]"
2587,"[1, 7]"
2588,"[1, 8]"
2589,"[1, 7]"
2590,"[1, 6]"
2591,"[1, 4]"
2592,"[1, 19]"
2593,"[1, 13]"
2594,"[1, 7]"
2595,"[1, 1]"
2596,"[1, 2]"
2597,"[1, 4]"
2598,"[1, 3]"
2599,"[1, 2]"
2600,"[1, 3]"
2601,"[1, 2]"
2602,"[1, 6]"
2603,"[1, 4]"
2604,"[1, 9]"
2605,"[1, 12]"
2606,"[1, 4]"
2607,"[1, 2]"
2608,"[1, 2]"
2609,"[1, 5]"
2610,"[1, 11]"
2611,"[1, 2]"
2612,"[1, 7]"
2613,"[1, 9]"
2614,"[1, 5]"
2615,"[1, 7]"
2616,"[1, 8]"
2617,"[1, 5]"
2618,"[1, 7]"
2619,"[1, 8]"
2620,"[1, 6]"
2621,"[1, 8]"
2622,"[1, 8]"
2623,"[1, 9]"
2624,"[1, 10]"
2625,"[1, 12]"
2626,"[1, 11]"
2627,"[1, 11]"
2628,"[3, 25, 280, 607, 1207, 1185, 1273, 2028, 1561, 499, 621, 818, 1147, 1085, 1424, 1435, 777, 446, 649, 772, 1076, 1995, 2105, 1310, 334, 327, 561, 1139, 1665, 1926, 888, 371, 66, 284, 648, 768, 680, 1025, 477, 467, 419, 577, 852, 1086, 1487, 1483, 866, 684, 780, 1119, 1428, 1370, 1570, 1640, 1196, 1110, 1178, 1478, 2315, 2185, 2333, 1439, 1336, 1493, 1833, 2199, 2272, 2010, 1971, 2025, 2066, 2232, 2387, 2354, 2799, 2693, 2231, 2178, 2611, 2890, 2801, 3199, 2989, 2644, 2876, 3108, 3141, 3578, 3281, 3009, 3050, 3226, 3470, 3390, 3769, 3578, 3367, 3499, 3434, 3831, 3597, 3652, 3799, 3687, 3958, 3653, 3646, 3790, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013, 3727, 3701, 3801, 3705, 4013]"
2629,"[1, 8]"
2630,"[1, 4]"
2631,"[1, 3]"
2632,"[1, 1]"
2633,"[1, 1]"
2634,"[1, 12]"
2635,"[1, 7]"
2636,"[1, 5]"
2637,"[1, 4]"
2638,"[1, 3]"
2639,"[1, 3]"
2640,"[1, 1]"
2641,"[1, 2]"
2642,"[1, 1]"
2643,"[1, 3]"
2644,"[1, 3]"
2645,"[1, 1]"
2646,"[1, 1]"
2647,"[1, 1]"
2648,"[1, 1]"
2649,"[1, 1]"
2650,"[1, 3]"
2651,"[1, 3]"
2652,"[1, 2]"
2653,"[1, 1]"
2654,"[1, 1]"
2655,"[1, 4]"
2656,"[1, 4]"
2657,"[1, 6]"
2658,"[10, 12, 11]"
2659,"[25, 191, 676, 900, 591, 550, 60]"
2660,"[1, 11]"
2661,"[1, 7]"
2662,"[1, 3]"
2663,"[1, 6]"
2664,"[1, 11]"
2665,"[1, 4]"
2666,"[1, 9]"
2667,"[1, 11]"
2668,"[1, 2]"
2669,"[1, 5]"
2670,"[1, 10]"
2671,"[1, 2]"
2672,"[1, 9]"
2673,"[7, 63, 439, 687, 1456, 2003, 1416, 730, 94]"
2674,"[1, 1]"
2675,"[1, 5]"
2676,"[4, 24, 230, 574, 949, 1288, 1985, 1582, 1347, 159, 10]"
2677,"[1, 13]"
2678,"[1, 10]"
2679,"[1, 14]"
2680,"[1, 5]"
2681,"[1, 3]"
2682,"[1, 1]"
2683,"[1, 1]"
2684,"[1, 4]"
2685,"[1, 3]"
2686,"[7, 57, 283, 626, 1216, 1634, 2153, 1492, 448, 208, 27, 2]"
2687,"[1, 1]"
2688,"[1, 5]"
2689,"[1, 10]"
2690,"[1, 10]"
2691,"[9, 50, 280, 775, 1406, 1605, 2146, 1750, 1020, 537, 202]"
2692,"[1, 1]"
2693,"[1, 15]"
2694,"[1, 20]"
2695,"[1, 14]"
2696,"[5, 33, 312, 728, 1091, 1379, 1919, 2151, 1079, 608, 396, 153, 10]"
2697,"[1, 7]"
2698,"[1, 5]"
2699,"[1, 2]"
2700,"[1, 2]"
2701,"[1, 3]"
2702,"[1, 22]"
2703,"[1, 6]"
2704,"[1, 4]"
2705,"[1, 8]"
2706,"[1, 5]"
2707,"[1, 5]"
2708,"[1, 5]"
2709,"[1, 6]"
2710,"[1, 6]"
2711,"[1, 4]"
2712,"[1, 3]"
2713,"[1, 3]"
2714,"[1, 5]"
2715,"[1, 6]"
2716,"[1, 5]"
2717,"[1, 3]"
2718,"[1, 3]"
2719,"[1, 4]"
2720,"[1, 2]"
2721,"[1, 1]"
2722,"[1, 1]"
2723,"[1, 2]"
2724,"[1, 1]"
2725,"[1, 3]"
2726,"[1, 1]"
2727,"[1, 3]"
2728,"[1, 3]"
2729,"[1, 1]"
2730,"[1, 1]"
2731,"[1, 5]"
2732,"[1, 4]"
2733,"[1, 2]"
2734,"[1, 2]"
2735,"[2, 9, 5]"
2736,"[1, 11]"
2737,"[1, 10]"
2738,"[8, 54, 325, 733, 1219, 1311, 1654, 1292, 833, 609, 579, 707, 673, 745, 1171, 772, 445, 526, 669, 955, 628, 538, 531, 354]"
2739,"[1, 2]"
2740,"[1, 1]"
2741,"[1, 3]"
2742,"[1, 15]"
2743,"[1, 4]"
2744,"[1, 4]"
2745,"[1, 3]"
2746,"[1, 1]"
2747,"[1, 4]"
2748,"[1, 2]"
2749,"[1, 2]"
2750,"[1, 1]"
2751,"[1, 10]"
2752,"[1, 10]"
2753,"[1, 10]"
2754,"[1, 9]"
2755,"[1, 7]"
2756,"[1, 5]"
2757,"[1, 3]"
2758,"[1, 1]"
2759,"[1, 1]"
2760,"[1, 6]"
2761,"[1, 6]"
2762,"[1, 6]"
2763,"[1, 6]"
2764,"[1, 6]"
2765,"[1, 5]"
2766,"[1, 3]"
2767,"[1, 2]"
2768,"[1, 1]"
2769,"[1, 1]"
2770,"[1, 2]"
2771,"[1, 1]"
2772,"[1, 1]"
2773,"[1, 2]"
2774,"[1, 7]"
2775,"[1, 8]"
2776,"[1, 3]"
2777,"[1, 18]"
2778,"[1, 26]"
2779,"[5, 65, 395, 878, 991, 1049, 1209, 925, 526, 232, 547, 1074, 860, 593, 757, 311, 36]"
2780,"[1, 7]"
2781,"[1, 9]"
2782,"[1, 7]"
2783,"[3, 25, 291, 670, 1020, 1127, 1131, 1570, 1010, 821, 426, 198, 88]"
2784,"[1, 19]"
2785,"[1, 10]"
